"sender","subject","keywords","has_url","has_attachment","timestamp","label"
"updates@google.com","Password Reset Confirmation","update notification","1","1","2024-08-27 21:08","legitimate"
"john.doe@gmail.com","Your Monthly Statement","team collaboration","0","0","2025-01-20 21:02","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","urgent security update","1","1","2024-08-01 00:23","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","urgent security update","1","1","2025-02-26 03:50","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","win free prize","1","0","2024-08-31 10:00","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","crypto bonus","0","0","2024-04-04 17:23","phishing"
"support@amaz0n-deals.com","Claim Your Prize Now!","winner alert","1","0","2024-08-06 21:57","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","claim now","0","1","2024-07-17 12:19","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","verify immediately","1","1","2024-11-19 00:54","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","verify immediately","1","1","2024-07-20 15:39","phishing"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","claim now","0","1","2024-03-15 12:57","phishing"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","win free prize","1","0","2024-05-07 17:01","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","winner alert","0","0","2025-01-20 01:29","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","claim now","0","0","2024-04-04 14:49","phishing"
"team@trello.com","Project Update from Team","meeting agenda","0","0","2024-03-19 05:33","legitimate"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","0","1","2024-07-04 04:44","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","crypto bonus","0","1","2025-03-11 15:29","phishing"
"team@trello.com","Your Monthly Statement","reset instructions","0","0","2024-08-08 12:15","legitimate"
"info@outlook.com","Project Update from Team","meeting agenda","1","0","2024-08-12 11:55","legitimate"
"info@outlook.com","Project Update from Team","team collaboration","0","1","2024-10-11 03:41","legitimate"
"team@trello.com","Your Monthly Statement","welcome message","0","1","2025-02-17 16:33","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","claim now","1","0","2024-12-10 08:16","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","meeting agenda","1","0","2025-02-03 11:28","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","verify immediately","0","0","2024-08-01 05:11","phishing"
"notifications@github.com","Password Reset Confirmation","welcome message","1","0","2024-10-23 14:53","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","urgent security update","1","0","2024-06-28 09:34","phishing"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","1","1","2024-10-12 10:46","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","claim now","1","0","2024-07-26 07:25","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","urgent security update","1","1","2024-10-07 03:46","phishing"
"updates@google.com","Welcome to Our Service!","update notification","0","1","2024-06-16 11:35","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","verify immediately","0","1","2024-04-03 13:12","phishing"
"john.doe@gmail.com","Welcome to Our Service!","meeting agenda","1","1","2024-10-08 00:47","legitimate"
"team@trello.com","Welcome to Our Service!","reset instructions","1","0","2024-03-29 17:29","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","crypto bonus","1","1","2025-02-05 02:27","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2024-07-03 21:06","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","win free prize","1","1","2024-10-01 12:13","phishing"
"info@outlook.com","Meeting Reminder: 2 PM Today","reset instructions","0","1","2024-11-16 05:44","legitimate"
"team@trello.com","Your Monthly Statement","welcome message","1","1","2024-10-26 23:40","legitimate"
"notifications@github.com","Project Update from Team","welcome message","1","1","2024-08-09 07:59","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","win free prize","0","1","2024-11-16 15:06","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","claim now","0","0","2024-12-03 23:44","phishing"
"notifications@github.com","Project Update from Team","team collaboration","0","0","2024-04-09 06:37","legitimate"
"notifications@github.com","Project Update from Team","update notification","1","0","2024-11-21 18:53","legitimate"
"team@trello.com","Password Reset Confirmation","invoice details","0","1","2024-03-14 22:14","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","claim now","0","0","2024-03-31 00:45","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","0","1","2024-12-11 18:47","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","urgent security update","1","1","2025-01-23 09:55","phishing"
"notifications@github.com","Your Monthly Statement","welcome message","0","0","2024-09-14 08:47","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2025-03-12 13:52","legitimate"
"support@linkedin.com","Password Reset Confirmation","update notification","0","0","2024-04-20 21:23","legitimate"
"john.doe@gmail.com","Your Monthly Statement","reset instructions","0","0","2024-05-16 23:07","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","1","0","2024-09-24 12:38","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","verify immediately","1","1","2024-08-03 19:15","phishing"
"team@trello.com","Your Monthly Statement","update notification","1","0","2024-08-12 20:32","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","claim now","1","1","2024-04-09 22:01","phishing"
"info@outlook.com","Password Reset Confirmation","reset instructions","0","0","2024-04-06 22:22","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","1","0","2024-10-21 08:28","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","urgent security update","1","0","2024-12-08 17:40","phishing"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","urgent security update","1","1","2025-01-28 14:13","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","win free prize","0","0","2025-02-03 15:43","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","winner alert","1","1","2024-04-28 14:03","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","winner alert","0","0","2025-01-18 11:46","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","verify immediately","1","0","2024-07-21 09:39","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","claim now","0","0","2024-09-14 06:24","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","win free prize","0","1","2024-12-13 02:52","phishing"
"security@bank-alert.com","Security Alert: Suspicious Login","win free prize","1","0","2025-03-04 16:42","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","crypto bonus","1","1","2024-11-30 11:11","phishing"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","0","0","2024-11-20 13:17","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","claim now","0","1","2024-11-28 22:19","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","crypto bonus","1","0","2024-05-04 02:18","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","urgent security update","1","0","2024-09-26 19:54","phishing"
"team@trello.com","Password Reset Confirmation","welcome message","0","1","2024-10-10 01:21","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","claim now","1","0","2024-10-29 22:57","phishing"
"team@trello.com","Welcome to Our Service!","welcome message","1","0","2024-08-10 17:08","legitimate"
"john.doe@gmail.com","Your Monthly Statement","reset instructions","0","0","2024-09-27 17:05","legitimate"
"support@linkedin.com","Your Monthly Statement","update notification","1","0","2025-01-20 09:58","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","invoice details","0","1","2024-08-21 00:33","legitimate"
"updates@google.com","Your Monthly Statement","reset instructions","1","0","2024-08-30 12:41","legitimate"
"notifications@github.com","Your Monthly Statement","welcome message","1","0","2024-03-22 03:48","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","crypto bonus","0","0","2024-06-05 09:12","phishing"
"support@linkedin.com","Your Monthly Statement","reset instructions","0","1","2024-09-29 09:53","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","1","1","2024-08-31 09:13","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","claim now","0","0","2024-06-25 20:44","phishing"
"team@trello.com","Welcome to Our Service!","reset instructions","1","1","2024-03-30 00:22","legitimate"
"admin@micros0ft.com","Urgent: Account Verification Required!","winner alert","1","1","2025-01-05 06:32","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","win free prize","0","1","2024-05-19 19:23","phishing"
"notifications@github.com","Welcome to Our Service!","invoice details","0","0","2024-07-14 15:31","legitimate"
"alerts@chasebankk.com","Security Alert: Suspicious Login","win free prize","0","0","2024-12-17 03:15","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-12-25 12:11","phishing"
"alerts@chasebankk.com","Security Alert: Suspicious Login","crypto bonus","1","1","2025-02-20 21:30","phishing"
"updates@google.com","Project Update from Team","welcome message","0","1","2024-03-30 21:54","legitimate"
"info@outlook.com","Your Monthly Statement","update notification","1","1","2024-06-22 03:22","legitimate"
"updates@google.com","Your Monthly Statement","meeting agenda","0","1","2025-02-26 11:17","legitimate"
"noreply@paypa1.com","Update Your Payment Info Immediately","winner alert","0","0","2024-12-18 17:42","phishing"
"info@outlook.com","Your Monthly Statement","reset instructions","1","1","2024-06-15 19:53","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","0","1","2024-08-31 22:56","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-04-25 09:45","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","crypto bonus","1","1","2024-08-18 10:00","phishing"
"notifications@github.com","Password Reset Confirmation","welcome message","1","1","2025-01-24 03:40","legitimate"
"team@trello.com","Welcome to Our Service!","reset instructions","1","1","2024-08-21 08:18","legitimate"
"team@trello.com","Project Update from Team","team collaboration","0","0","2024-12-27 19:42","legitimate"
"notifications@github.com","Project Update from Team","meeting agenda","0","0","2024-11-16 07:13","legitimate"
"support@linkedin.com","Welcome to Our Service!","update notification","0","1","2024-07-08 18:33","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","urgent security update","0","1","2024-06-05 00:57","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","claim now","0","0","2024-09-15 01:03","phishing"
"team@trello.com","Your Monthly Statement","update notification","0","1","2025-01-13 08:02","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","verify immediately","0","0","2024-07-23 21:43","phishing"
"info@outlook.com","Project Update from Team","welcome message","1","1","2024-08-26 10:29","legitimate"
"support@linkedin.com","Project Update from Team","team collaboration","0","0","2024-12-17 18:22","legitimate"
"team@trello.com","Welcome to Our Service!","welcome message","1","0","2024-08-03 14:50","legitimate"
"support@linkedin.com","Password Reset Confirmation","invoice details","1","0","2024-10-26 22:22","legitimate"
"notifications@github.com","Meeting Reminder: 2 PM Today","reset instructions","0","0","2025-02-08 19:06","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","reset instructions","1","0","2024-08-28 23:59","legitimate"
"noreply@paypa1.com","Update Your Payment Info Immediately","verify immediately","1","0","2025-03-11 05:24","phishing"
"support@linkedin.com","Password Reset Confirmation","meeting agenda","1","1","2024-03-29 01:21","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-03-16 10:39","phishing"
"john.doe@gmail.com","Welcome to Our Service!","reset instructions","0","1","2024-12-11 03:54","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2024-07-26 13:35","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","verify immediately","1","1","2024-06-09 00:00","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","winner alert","0","0","2024-09-28 17:03","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","verify immediately","1","0","2025-01-22 11:55","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","win free prize","0","0","2025-03-07 18:47","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","urgent security update","0","0","2024-06-21 23:00","phishing"
"updates@google.com","Your Monthly Statement","team collaboration","0","0","2024-11-27 17:51","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","crypto bonus","1","1","2024-07-21 05:30","phishing"
"alerts@chasebankk.com","Security Alert: Suspicious Login","verify immediately","0","1","2024-07-12 12:15","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","claim now","0","0","2024-12-21 09:58","phishing"
"support@linkedin.com","Welcome to Our Service!","team collaboration","0","1","2024-07-18 06:00","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","claim now","0","0","2025-02-24 08:57","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","winner alert","0","1","2025-02-27 15:18","phishing"
"team@trello.com","Project Update from Team","update notification","0","1","2024-06-03 23:27","legitimate"
"notifications@github.com","Meeting Reminder: 2 PM Today","meeting agenda","1","0","2025-02-16 19:58","legitimate"
"notifications@github.com","Welcome to Our Service!","update notification","1","1","2024-12-29 04:56","legitimate"
"support@linkedin.com","Project Update from Team","team collaboration","0","1","2024-11-02 17:46","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","urgent security update","0","1","2024-05-21 00:27","phishing"
"updates@google.com","Password Reset Confirmation","reset instructions","1","0","2025-02-28 01:46","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","urgent security update","1","0","2024-04-18 14:48","phishing"
"updates@google.com","Your Monthly Statement","invoice details","0","0","2025-02-03 16:13","legitimate"
"team@trello.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2025-02-13 22:01","legitimate"
"unknown@suspicious.com","Claim Your Prize Now!","urgent security update","1","0","2024-06-07 23:46","phishing"
"notifications@github.com","Your Monthly Statement","welcome message","1","1","2025-02-27 02:30","legitimate"
"support@amaz0n-deals.com","Claim Your Prize Now!","claim now","1","0","2024-07-28 10:02","phishing"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","win free prize","0","1","2024-11-11 02:32","phishing"
"notifications@github.com","Your Monthly Statement","welcome message","0","0","2024-04-05 17:50","legitimate"
"team@trello.com","Password Reset Confirmation","update notification","0","1","2024-03-18 16:52","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","winner alert","1","1","2024-06-14 21:07","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-03-28 13:34","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","verify immediately","1","1","2025-02-07 02:22","phishing"
"notifications@github.com","Welcome to Our Service!","welcome message","0","1","2025-02-11 00:54","legitimate"
"updates@google.com","Welcome to Our Service!","invoice details","1","0","2024-12-24 07:23","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","1","0","2024-08-20 07:47","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","invoice details","0","0","2024-09-26 17:52","legitimate"
"updates@google.com","Your Monthly Statement","invoice details","0","1","2024-11-04 07:09","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","win free prize","0","1","2024-06-22 01:42","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2024-04-26 08:24","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","win free prize","0","0","2024-08-21 06:32","phishing"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","winner alert","0","0","2024-05-27 05:05","phishing"
"info@outlook.com","Project Update from Team","invoice details","1","1","2024-07-26 03:49","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","winner alert","0","0","2024-06-11 20:24","phishing"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-09-18 20:37","phishing"
"support@linkedin.com","Meeting Reminder: 2 PM Today","meeting agenda","0","1","2024-08-02 08:26","legitimate"
"notifications@github.com","Your Monthly Statement","update notification","0","1","2025-01-07 18:04","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","urgent security update","1","0","2024-07-31 08:51","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","1","0","2024-10-04 09:03","phishing"
"updates@google.com","Project Update from Team","welcome message","1","0","2024-07-20 15:17","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","win free prize","0","0","2024-08-31 15:01","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","crypto bonus","0","1","2024-11-27 03:39","phishing"
"john.doe@gmail.com","Your Monthly Statement","meeting agenda","1","0","2024-12-09 09:47","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","win free prize","0","0","2025-01-07 23:09","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","verify immediately","0","0","2024-03-15 21:09","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","claim now","1","1","2024-12-20 10:53","phishing"
"team@trello.com","Meeting Reminder: 2 PM Today","update notification","1","0","2025-02-04 08:21","legitimate"
"team@trello.com","Project Update from Team","meeting agenda","1","1","2024-04-09 13:14","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","crypto bonus","1","1","2024-09-12 12:57","phishing"
"support@linkedin.com","Welcome to Our Service!","invoice details","1","1","2024-08-28 04:33","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","crypto bonus","1","0","2024-07-17 18:09","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","winner alert","1","1","2025-03-07 12:34","phishing"
"info@outlook.com","Project Update from Team","meeting agenda","1","1","2024-05-19 12:25","legitimate"
"updates@google.com","Project Update from Team","invoice details","1","0","2024-07-30 14:52","legitimate"
"updates@google.com","Password Reset Confirmation","welcome message","1","1","2024-05-10 19:24","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","update notification","1","1","2024-09-17 15:32","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","urgent security update","0","0","2024-08-09 13:14","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","win free prize","0","1","2024-09-15 21:17","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","winner alert","0","0","2024-05-20 01:52","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","0","1","2024-07-22 08:19","phishing"
"john.doe@gmail.com","Project Update from Team","team collaboration","1","0","2024-03-20 13:51","legitimate"
"support@amaz0n-deals.com","Claim Your Prize Now!","claim now","1","0","2025-01-20 20:35","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","crypto bonus","1","1","2025-02-06 11:25","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","crypto bonus","1","0","2024-07-27 07:11","phishing"
"support@linkedin.com","Password Reset Confirmation","welcome message","0","1","2024-05-07 14:04","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","urgent security update","0","0","2024-11-13 04:32","phishing"
"john.doe@gmail.com","Password Reset Confirmation","meeting agenda","0","0","2025-02-18 02:34","legitimate"
"updates@google.com","Project Update from Team","meeting agenda","1","1","2024-10-04 01:42","legitimate"
"updates@google.com","Password Reset Confirmation","meeting agenda","1","1","2024-11-06 22:50","legitimate"
"info@outlook.com","Password Reset Confirmation","team collaboration","0","0","2024-08-13 00:52","legitimate"
"updates@google.com","Your Monthly Statement","reset instructions","1","0","2024-10-25 05:23","legitimate"
"team@trello.com","Welcome to Our Service!","team collaboration","1","1","2024-04-12 13:58","legitimate"
"admin@micros0ft.com","Urgent: Account Verification Required!","verify immediately","1","0","2025-02-12 21:49","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","0","1","2025-02-23 07:24","phishing"
"info@outlook.com","Your Monthly Statement","reset instructions","0","1","2024-11-30 02:06","legitimate"
"notifications@github.com","Password Reset Confirmation","update notification","0","0","2024-04-19 23:33","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","crypto bonus","1","1","2024-10-24 07:13","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","claim now","0","1","2024-04-27 03:21","phishing"
"notifications@github.com","Meeting Reminder: 2 PM Today","reset instructions","1","0","2025-03-03 00:18","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","winner alert","1","1","2024-06-14 11:11","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","winner alert","0","1","2024-09-02 00:09","phishing"
"support@linkedin.com","Meeting Reminder: 2 PM Today","welcome message","0","1","2024-08-24 22:32","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","urgent security update","1","1","2024-10-31 21:39","phishing"
"john.doe@gmail.com","Welcome to Our Service!","reset instructions","0","0","2024-09-25 23:50","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","urgent security update","1","0","2025-01-29 09:02","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","urgent security update","0","1","2024-06-04 23:40","phishing"
"info@outlook.com","Welcome to Our Service!","team collaboration","1","1","2025-02-02 21:35","legitimate"
"updates@google.com","Your Monthly Statement","invoice details","1","1","2024-05-17 12:19","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","1","1","2024-11-01 04:59","phishing"
"support@linkedin.com","Your Monthly Statement","invoice details","1","0","2024-07-22 22:20","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","win free prize","1","1","2024-03-19 01:57","phishing"
"support@linkedin.com","Your Monthly Statement","meeting agenda","0","0","2024-12-28 08:04","legitimate"
"notifications@github.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2024-10-07 14:19","legitimate"
"team@trello.com","Welcome to Our Service!","welcome message","1","1","2024-05-31 22:53","legitimate"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","0","1","2024-12-22 15:17","phishing"
"info@outlook.com","Welcome to Our Service!","invoice details","0","1","2024-03-27 09:30","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","meeting agenda","1","1","2024-12-01 00:33","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","claim now","1","1","2024-10-02 03:56","phishing"
"john.doe@gmail.com","Project Update from Team","welcome message","1","1","2024-08-19 03:13","legitimate"
"team@trello.com","Project Update from Team","team collaboration","1","0","2024-07-13 00:10","legitimate"
"team@trello.com","Welcome to Our Service!","welcome message","0","1","2024-10-08 11:14","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","win free prize","0","1","2024-06-11 05:39","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","claim now","1","1","2024-07-13 04:02","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","crypto bonus","0","1","2024-10-17 01:06","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","urgent security update","0","1","2025-02-27 02:18","phishing"
"team@trello.com","Welcome to Our Service!","team collaboration","0","1","2024-08-18 17:24","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","winner alert","1","0","2024-12-27 21:46","phishing"
"support@linkedin.com","Meeting Reminder: 2 PM Today","invoice details","1","1","2024-07-01 10:36","legitimate"
"john.doe@gmail.com","Your Monthly Statement","meeting agenda","1","0","2024-10-29 12:15","legitimate"
"support@amaz0n-deals.com","Claim Your Prize Now!","verify immediately","1","1","2024-08-06 09:31","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","winner alert","1","1","2024-12-04 05:12","phishing"
"john.doe@gmail.com","Your Monthly Statement","welcome message","0","0","2024-04-22 03:12","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","crypto bonus","1","1","2024-11-17 18:20","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","claim now","0","0","2024-10-07 12:28","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","win free prize","0","1","2025-02-20 09:53","phishing"
"john.doe@gmail.com","Your Monthly Statement","update notification","1","1","2024-08-19 06:39","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","urgent security update","0","0","2024-10-26 05:54","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-12-20 23:17","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","claim now","0","0","2024-09-22 08:26","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","win free prize","0","1","2024-10-28 06:20","phishing"
"support@linkedin.com","Welcome to Our Service!","reset instructions","1","1","2024-12-18 15:23","legitimate"
"security@bank-alert.com","Update Your Payment Info Immediately","claim now","0","0","2024-05-25 07:27","phishing"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","urgent security update","0","1","2025-01-22 21:12","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","crypto bonus","1","1","2024-04-14 11:31","phishing"
"team@trello.com","Password Reset Confirmation","reset instructions","1","1","2024-05-25 08:40","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","claim now","0","1","2025-01-08 00:39","phishing"
"support@linkedin.com","Password Reset Confirmation","team collaboration","1","0","2024-06-13 13:15","legitimate"
"team@trello.com","Password Reset Confirmation","invoice details","1","0","2024-10-19 09:24","legitimate"
"notifications@github.com","Password Reset Confirmation","reset instructions","1","1","2024-05-29 19:20","legitimate"
"updates@google.com","Your Monthly Statement","team collaboration","1","1","2024-08-11 07:41","legitimate"
"john.doe@gmail.com","Project Update from Team","meeting agenda","0","1","2025-01-06 02:52","legitimate"
"info@outlook.com","Welcome to Our Service!","welcome message","0","0","2024-06-01 02:05","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","crypto bonus","0","0","2025-02-21 22:55","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","win free prize","1","0","2024-03-25 10:08","phishing"
"support@linkedin.com","Welcome to Our Service!","invoice details","0","0","2024-10-27 01:44","legitimate"
"notifications@github.com","Your Monthly Statement","welcome message","0","1","2025-01-01 06:58","legitimate"
"support@linkedin.com","Project Update from Team","update notification","0","1","2025-01-01 22:17","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","winner alert","0","0","2025-01-29 23:42","phishing"
"team@trello.com","Your Monthly Statement","meeting agenda","0","0","2025-02-07 13:32","legitimate"
"updates@google.com","Password Reset Confirmation","team collaboration","0","0","2024-05-18 03:30","legitimate"
"info@outlook.com","Welcome to Our Service!","team collaboration","1","1","2024-09-13 00:46","legitimate"
"security@bank-alert.com","Claim Your Prize Now!","verify immediately","0","0","2024-03-19 09:45","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","verify immediately","0","1","2025-01-05 14:14","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","crypto bonus","0","0","2024-08-20 02:01","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","win free prize","1","1","2024-10-10 02:21","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","win free prize","0","1","2025-01-25 12:26","phishing"
"unknown@suspicious.com","Update Your Payment Info Immediately","verify immediately","0","0","2024-08-20 23:03","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","urgent security update","1","1","2024-12-24 08:34","phishing"
"security@bank-alert.com","Security Alert: Suspicious Login","urgent security update","0","1","2024-12-20 04:01","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","1","0","2024-09-21 22:02","phishing"
"info@outlook.com","Password Reset Confirmation","reset instructions","1","0","2025-01-03 17:44","legitimate"
"notifications@github.com","Your Monthly Statement","welcome message","1","0","2024-09-05 00:50","legitimate"
"updates@google.com","Welcome to Our Service!","invoice details","0","0","2024-06-01 03:20","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","claim now","1","1","2024-04-22 11:31","phishing"
"info@outlook.com","Your Monthly Statement","reset instructions","1","0","2024-10-26 15:52","legitimate"
"notifications@github.com","Meeting Reminder: 2 PM Today","team collaboration","1","1","2024-06-20 09:57","legitimate"
"support@linkedin.com","Welcome to Our Service!","meeting agenda","0","0","2024-06-19 11:12","legitimate"
