subject,body,label
Team Meeting Tomorrow,"Hi Gregory,
Just a reminder about our team meeting tomorrow at 01:45:04. Please prepare your updates.
Thanks,
Amber Berry",Legitimate
Password Reset Required Immediately,"Dear Alexandria,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.smith-allen.net/3851
Act now!
Lopez-Short Team",Phishing
"Welcome to Thompson, Santana and Sanchez!","Hi Sara,
Here’s your weekly update for 2025-02-01. Stay informed with Thompson, Santana and Sanchez news!
Thanks,
Thompson, Santana and Sanchez Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hi Lisa,
Just a reminder about our team meeting tomorrow at 04:36:07. Please prepare your updates.
Thanks,
Ricardo Jones",Legitimate
Your Subscription Renewal,"Hi Scott,
Here’s your weekly update for 2025-02-09. Stay informed with Meyer, Jacobson and Durham news!
Thanks,
Meyer, Jacobson and Durham Newsletter Team",Legitimate
Project Update: Next Steps,"Dear Donald,
Your Google subscription renews on 2025-02-10. No action needed – you’re all set!
Best,
Allen-Stephens Team",Legitimate
Weekly Newsletter – 2025-02-09,"Dear Angela,
Your Netflix subscription renews on 2025-02-09. No action needed – you’re all set!
Best,
Vargas, Chapman and Peterson Team",Legitimate
Your Subscription Renewal,"Hi Patricia,
Just a reminder about our team meeting tomorrow at 09:37:20. Please prepare your updates.
Thanks,
Katherine Murphy",Legitimate
Weekly Newsletter – 2025-02-01,"Hi Anthony,
Just a reminder about our team meeting tomorrow at 09:42:26. Please prepare your updates.
Thanks,
Daniel Williams",Legitimate
Your Payment Failed – Update Billing Info,"Dear Allen,
We detected unusual activity on your account. Click here to verify: http://secure.trujillo.org/5350
Failure to act within 24 hours will suspend your account.
Regards,
Cook-Gibson Support",Phishing
Team Meeting Tomorrow,"Welcome William!
We’re excited to have you with Glenn Ltd. Explore your account here: http://claim.lee-hunt.com/2986
Cheers,
Glenn Ltd Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Dear Darren,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.garrett.com/6907
Act now!
Hill, Blankenship and Duarte Team",Phishing
Weekly Newsletter – 2025-02-21,"Welcome Michael!
We’re excited to have you with Carter, Mahoney and Adams. Explore your account here: http://secure.mccann.biz/5575
Cheers,
Carter, Mahoney and Adams Onboarding",Legitimate
Your Payment Failed – Update Billing Info,"Hi Lisa,
Your PayPal account password has expired. Reset it here: http://verify.norton.com/5563
This is urgent!
Thanks,
Cochran-Nichols Security",Phishing
Your Payment Failed – Update Billing Info,"Dear Gabriel,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.gray.biz/1511
Act now!
Roberts, Mitchell and Schmidt Team",Phishing
Project Update: Next Steps,"Hello Rodney,
Here’s the latest on our project. Next milestone is due 2025-02-18. Let me know if you have questions!
Regards,
Thomas Roach",Legitimate
Weekly Newsletter – 2025-02-10,"Dear Taylor,
Your Google subscription renews on 2025-02-10. No action needed – you’re all set!
Best,
Morse, Lane and Greene Team",Legitimate
Security Alert: Suspicious Login Detected,"Dear Bonnie,
We detected unusual activity on your account. Click here to verify: http://login.johnson.com/8125
Failure to act within 24 hours will suspend your account.
Regards,
Hart-Ward Support",Phishing
Weekly Newsletter – 2025-02-01,"Hello David,
Here’s the latest on our project. Next milestone is due 2025-02-01. Let me know if you have questions!
Regards,
Kristin Rhodes",Legitimate
Team Meeting Tomorrow,"Hi Brett,
Here’s your weekly update for 2025-02-11. Stay informed with Mcdaniel-Walton news!
Thanks,
Mcdaniel-Walton Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hi Amanda,
Here’s your weekly update for 2025-02-02. Stay informed with Booth, Kim and Stewart news!
Thanks,
Booth, Kim and Stewart Newsletter Team",Legitimate
Your Subscription Renewal,"Dear Morgan,
Your Bank of America subscription renews on 2025-02-01. No action needed – you’re all set!
Best,
Martin Inc Team",Legitimate
Your Payment Failed – Update Billing Info,"Dear Edwin,
We detected unusual activity on your account. Click here to verify: http://verify.martinez-mitchell.org/8583
Failure to act within 24 hours will suspend your account.
Regards,
Lopez, White and Bradley Support",Phishing
Security Alert: Suspicious Login Detected,"Dear Melissa,
We detected unusual activity on your account. Click here to verify: http://login.flynn.com/9630
Failure to act within 24 hours will suspend your account.
Regards,
Watkins, Lopez and Newman Support",Phishing
Team Meeting Tomorrow,"Dear Crystal,
Your Netflix subscription renews on 2025-02-10. No action needed – you’re all set!
Best,
Donovan, Harris and Pace Team",Legitimate
Your Subscription Renewal,"Welcome Jennifer!
We’re excited to have you with Riddle-Taylor. Explore your account here: http://verify.jones.net/1678
Cheers,
Riddle-Taylor Onboarding",Legitimate
Your Subscription Renewal,"Welcome Omar!
We’re excited to have you with Garcia-Sparks. Explore your account here: http://secure.johnson-dunn.com/4807
Cheers,
Garcia-Sparks Onboarding",Legitimate
Welcome to James Ltd!,"Hi Rebecca,
Here’s your weekly update for 2025-02-10. Stay informed with James Ltd news!
Thanks,
James Ltd Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-15,"Hi Jason,
Just a reminder about our team meeting tomorrow at 02:11:18. Please prepare your updates.
Thanks,
Laura Rodgers",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hello Michael,
Your recent payment of $954 failed. Update your details: http://secure.murphy.biz/3802
Avoid service disruption!
Sincerely,
Callahan, Sawyer and Fischer Billing",Phishing
Team Meeting Tomorrow,"Welcome Dawn!
We’re excited to have you with Williams Ltd. Explore your account here: http://claim.shannon.com/1048
Cheers,
Williams Ltd Onboarding",Legitimate
Project Update: Next Steps,"Hello Mary,
Here’s the latest on our project. Next milestone is due 2025-02-04. Let me know if you have questions!
Regards,
Margaret Green",Legitimate
Your Payment Failed – Update Billing Info,"Hi Donna,
Your Netflix account password has expired. Reset it here: http://login.smith.info/4363
This is urgent!
Thanks,
Rojas-Alvarez Security",Phishing
Team Meeting Tomorrow,"Dear John,
Your PayPal subscription renews on 2025-02-10. No action needed – you’re all set!
Best,
Goodwin, Scott and Schneider Team",Legitimate
Project Update: Next Steps,"Dear James,
Your Netflix subscription renews on 2025-02-19. No action needed – you’re all set!
Best,
Stout-Gonzalez Team",Legitimate
Welcome to Hughes-Johnson!,"Hi Michael,
Here’s your weekly update for 2025-02-21. Stay informed with Hughes-Johnson news!
Thanks,
Hughes-Johnson Newsletter Team",Legitimate
"Welcome to Costa, Raymond and Glass!","Hi Joseph,
Here’s your weekly update for 2025-02-09. Stay informed with Costa, Raymond and Glass news!
Thanks,
Costa, Raymond and Glass Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-10,"Hi Heather,
Here’s your weekly update for 2025-02-10. Stay informed with Johnson, Bishop and Rodriguez news!
Thanks,
Johnson, Bishop and Rodriguez Newsletter Team",Legitimate
Your Subscription Renewal,"Hello Alexis,
Here’s the latest on our project. Next milestone is due 2025-02-08. Let me know if you have questions!
Regards,
Daisy Webster",Legitimate
Weekly Newsletter – 2025-02-11,"Hi Amber,
Just a reminder about our team meeting tomorrow at 19:37:42. Please prepare your updates.
Thanks,
Carrie Lewis",Legitimate
Security Alert: Suspicious Login Detected,"Hello Mark,
Your recent payment of $3069 failed. Update your details: http://claim.cooper.com/1499
Avoid service disruption!
Sincerely,
Perry-Neal Billing",Phishing
Password Reset Required Immediately,"Dear Katie,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.lopez.com/9240
Act now!
Montoya, Wilkins and Parrish Team",Phishing
Urgent: Verify Your Account Now!,"Congratulations Charles!
You’ve won a $4558 gift card! Claim it now: http://secure.harris.net/9700
Hurry, offer expires soon!
Best,
Hancock Ltd Rewards Team",Phishing
Your Payment Failed – Update Billing Info,"Hi Daniel,
Your Google account password has expired. Reset it here: http://verify.duncan.info/3080
This is urgent!
Thanks,
Thompson, Flynn and Bishop Security",Phishing
Welcome to Martinez Group!,"Welcome Nathaniel!
We’re excited to have you with Martinez Group. Explore your account here: http://secure.gilbert.com/8056
Cheers,
Martinez Group Onboarding",Legitimate
Project Update: Next Steps,"Hi Austin,
Just a reminder about our team meeting tomorrow at 11:37:07. Please prepare your updates.
Thanks,
Bonnie Perez",Legitimate
Team Meeting Tomorrow,"Hi Shane,
Just a reminder about our team meeting tomorrow at 14:38:46. Please prepare your updates.
Thanks,
Matthew Kemp",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Ricardo,
We detected unusual activity on your account. Click here to verify: http://verify.werner-turner.com/3328
Failure to act within 24 hours will suspend your account.
Regards,
Thomas, Bishop and Pitts Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Hi Courtney,
Your Amazon account password has expired. Reset it here: http://claim.summers-scott.info/6786
This is urgent!
Thanks,
Howard-Larson Security",Phishing
Project Update: Next Steps,"Dear Isabel,
Your Netflix subscription renews on 2025-02-22. No action needed – you’re all set!
Best,
Green-Walker Team",Legitimate
Urgent: Verify Your Account Now!,"Hi Timothy,
Your PayPal account password has expired. Reset it here: http://verify.conley-holmes.biz/7394
This is urgent!
Thanks,
Flores-Montgomery Security",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Sabrina,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.ford.com/3110
Act now!
Davis, Murray and Wilkinson Team",Phishing
"Welcome to Fuller, Reed and Carter!","Hi Lori,
Here’s your weekly update for 2025-02-22. Stay informed with Fuller, Reed and Carter news!
Thanks,
Fuller, Reed and Carter Newsletter Team",Legitimate
Team Meeting Tomorrow,"Welcome John!
We’re excited to have you with Wallace Ltd. Explore your account here: http://claim.dunn.net/1180
Cheers,
Wallace Ltd Onboarding",Legitimate
Security Alert: Suspicious Login Detected,"Hello Keith,
Your recent payment of $755 failed. Update your details: http://login.black.com/2289
Avoid service disruption!
Sincerely,
Rich-Flores Billing",Phishing
Security Alert: Suspicious Login Detected,"Dear Jesse,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.hicks.com/9661
Act now!
Mills-Simmons Team",Phishing
Urgent: Verify Your Account Now!,"Hi Jamie,
Your PayPal account password has expired. Reset it here: http://verify.park.org/7168
This is urgent!
Thanks,
James-Roy Security",Phishing
Password Reset Required Immediately,"Dear Adrienne,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.lamb-wolf.biz/9981
Act now!
Williams-Norman Team",Phishing
Urgent: Verify Your Account Now!,"Congratulations David!
You’ve won a $1097 gift card! Claim it now: http://secure.wade.info/2686
Hurry, offer expires soon!
Best,
Chavez-Bowers Rewards Team",Phishing
Welcome to Smith-Carrillo!,"Hi Catherine,
Just a reminder about our team meeting tomorrow at 22:10:20. Please prepare your updates.
Thanks,
Michael Gross",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Charlotte,
We detected unusual activity on your account. Click here to verify: http://login.bautista.com/5822
Failure to act within 24 hours will suspend your account.
Regards,
Maxwell, Carrillo and Scott Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Roberto,
We detected unusual activity on your account. Click here to verify: http://verify.butler.biz/6588
Failure to act within 24 hours will suspend your account.
Regards,
Greene Group Support",Phishing
Security Alert: Suspicious Login Detected,"Dear Luke,
We detected unusual activity on your account. Click here to verify: http://secure.cook.com/4256
Failure to act within 24 hours will suspend your account.
Regards,
Robinson, Jackson and Martin Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Linda,
Your recent payment of $4650 failed. Update your details: http://verify.waller-parker.net/3966
Avoid service disruption!
Sincerely,
Blake PLC Billing",Phishing
Project Update: Next Steps,"Hi Jessica,
Here’s your weekly update for 2025-02-10. Stay informed with Taylor, Harmon and Lawrence news!
Thanks,
Taylor, Harmon and Lawrence Newsletter Team",Legitimate
Your Subscription Renewal,"Hi Mary,
Here’s your weekly update for 2025-02-06. Stay informed with Carey, Johnson and Hutchinson news!
Thanks,
Carey, Johnson and Hutchinson Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hi Robert,
Here’s your weekly update for 2025-02-16. Stay informed with Henderson-Chan news!
Thanks,
Henderson-Chan Newsletter Team",Legitimate
Welcome to Marshall-Miller!,"Hello Austin,
Here’s the latest on our project. Next milestone is due 2025-02-11. Let me know if you have questions!
Regards,
Erica Jackson",Legitimate
Welcome to Porter PLC!,"Hi Antonio,
Just a reminder about our team meeting tomorrow at 22:31:00. Please prepare your updates.
Thanks,
Lucas Martinez",Legitimate
Urgent: Verify Your Account Now!,"Hello Melissa,
Your recent payment of $970 failed. Update your details: http://claim.martinez.org/5693
Avoid service disruption!
Sincerely,
Hayes LLC Billing",Phishing
Urgent: Verify Your Account Now!,"Dear Whitney,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.olsen.com/4256
Act now!
Sanders Ltd Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Kenneth,
Your recent payment of $1050 failed. Update your details: http://secure.glenn.biz/5788
Avoid service disruption!
Sincerely,
Davila, Pearson and Briggs Billing",Phishing
Your Subscription Renewal,"Welcome Anthony!
We’re excited to have you with Blair, Craig and Rivera. Explore your account here: http://secure.cobb.org/1467
Cheers,
Blair, Craig and Rivera Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Christopher,
We detected unusual activity on your account. Click here to verify: http://login.hawkins-jackson.biz/3157
Failure to act within 24 hours will suspend your account.
Regards,
Williams-Gould Support",Phishing
Your Payment Failed – Update Billing Info,"Dear Emily,
We detected unusual activity on your account. Click here to verify: http://claim.anderson-kerr.com/8655
Failure to act within 24 hours will suspend your account.
Regards,
Graves-Sims Support",Phishing
Urgent: Verify Your Account Now!,"Hi Lisa,
Your Amazon account password has expired. Reset it here: http://login.huff-fowler.biz/6812
This is urgent!
Thanks,
Davis-Morris Security",Phishing
Weekly Newsletter – 2025-02-10,"Hi Mackenzie,
Here’s your weekly update for 2025-02-10. Stay informed with Mcdonald, Fleming and Sanders news!
Thanks,
Mcdonald, Fleming and Sanders Newsletter Team",Legitimate
Security Alert: Suspicious Login Detected,"Dear Holly,
We detected unusual activity on your account. Click here to verify: http://verify.johnson.com/2138
Failure to act within 24 hours will suspend your account.
Regards,
Hernandez Group Support",Phishing
Your Payment Failed – Update Billing Info,"Dear Billy,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.diaz.com/7258
Act now!
Carroll-Wood Team",Phishing
Your Subscription Renewal,"Hi Angela,
Just a reminder about our team meeting tomorrow at 21:03:42. Please prepare your updates.
Thanks,
Arthur Jones",Legitimate
Security Alert: Suspicious Login Detected,"Congratulations Jasmine!
You’ve won a $2175 gift card! Claim it now: http://verify.yang.com/5384
Hurry, offer expires soon!
Best,
Mayer, Leonard and Watson Rewards Team",Phishing
Your Subscription Renewal,"Hello Christina,
Here’s the latest on our project. Next milestone is due 2025-02-14. Let me know if you have questions!
Regards,
Melissa Prince",Legitimate
Your Subscription Renewal,"Dear Alicia,
Your Amazon subscription renews on 2025-02-12. No action needed – you’re all set!
Best,
Mitchell-Kim Team",Legitimate
Project Update: Next Steps,"Hello Shawn,
Here’s the latest on our project. Next milestone is due 2025-02-16. Let me know if you have questions!
Regards,
Mrs. Jillian Ritter",Legitimate
Welcome to Bray-Quinn!,"Dear Brian,
Your Google subscription renews on 2025-02-13. No action needed – you’re all set!
Best,
Bray-Quinn Team",Legitimate
"Welcome to Miller, Lane and Wallace!","Hello Julian,
Here’s the latest on our project. Next milestone is due 2025-02-13. Let me know if you have questions!
Regards,
Benjamin Barnes",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Clinton!
You’ve won a $2280 gift card! Claim it now: http://verify.brown.info/4236
Hurry, offer expires soon!
Best,
Barnett Ltd Rewards Team",Phishing
Security Alert: Suspicious Login Detected,"Congratulations Adam!
You’ve won a $4325 gift card! Claim it now: http://verify.powell.com/3954
Hurry, offer expires soon!
Best,
Wood, Miller and Bush Rewards Team",Phishing
Your Payment Failed – Update Billing Info,"Hello Angel,
Your recent payment of $4415 failed. Update your details: http://secure.rivera.com/3475
Avoid service disruption!
Sincerely,
Martinez, Mcbride and Prince Billing",Phishing
Weekly Newsletter – 2025-02-06,"Dear Jamie,
Your Google subscription renews on 2025-02-06. No action needed – you’re all set!
Best,
Foster Inc Team",Legitimate
Welcome to Rivera-Flynn!,"Dear Johnny,
Your PayPal subscription renews on 2025-02-22. No action needed – you’re all set!
Best,
Rivera-Flynn Team",Legitimate
Urgent: Verify Your Account Now!,"Congratulations Kristina!
You’ve won a $943 gift card! Claim it now: http://login.james-stephens.org/1067
Hurry, offer expires soon!
Best,
Roman-Todd Rewards Team",Phishing
Your Subscription Renewal,"Dear Stephanie,
Your Google subscription renews on 2025-02-21. No action needed – you’re all set!
Best,
Dalton, Nichols and Webb Team",Legitimate
Project Update: Next Steps,"Welcome Jessica!
We’re excited to have you with Burgess, Hernandez and Ortiz. Explore your account here: http://secure.larsen.com/8297
Cheers,
Burgess, Hernandez and Ortiz Onboarding",Legitimate
Team Meeting Tomorrow,"Hello Margaret,
Here’s the latest on our project. Next milestone is due 2025-02-06. Let me know if you have questions!
Regards,
Donna Hayes",Legitimate
Your Subscription Renewal,"Hello Mary,
Here’s the latest on our project. Next milestone is due 2025-02-01. Let me know if you have questions!
Regards,
Karen Cohen",Legitimate
Password Reset Required Immediately,"Dear Tracy,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.anderson-gordon.biz/7947
Act now!
Herrera and Sons Team",Phishing
Your Payment Failed – Update Billing Info,"Dear Mark,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.boone-smith.com/3074
Act now!
Lawson-Chen Team",Phishing
Team Meeting Tomorrow,"Dear Danielle,
Your Netflix subscription renews on 2025-02-15. No action needed – you’re all set!
Best,
David, Hicks and Dawson Team",Legitimate
Weekly Newsletter – 2025-02-06,"Hi Roberto,
Just a reminder about our team meeting tomorrow at 16:31:24. Please prepare your updates.
Thanks,
Elizabeth Delgado",Legitimate
Project Update: Next Steps,"Hi Amanda,
Here’s your weekly update for 2025-02-22. Stay informed with Nguyen, Mckee and Baker news!
Thanks,
Nguyen, Mckee and Baker Newsletter Team",Legitimate
Project Update: Next Steps,"Hi Nathan,
Here’s your weekly update for 2025-02-07. Stay informed with Green, Brown and Young news!
Thanks,
Green, Brown and Young Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-22,"Hi Leonard,
Just a reminder about our team meeting tomorrow at 19:20:42. Please prepare your updates.
Thanks,
Amy Walton",Legitimate
Welcome to Sanchez LLC!,"Welcome Harold!
We’re excited to have you with Sanchez LLC. Explore your account here: http://secure.carter-young.com/1455
Cheers,
Sanchez LLC Onboarding",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Amber!
You’ve won a $2802 gift card! Claim it now: http://secure.barrett-ferguson.com/3910
Hurry, offer expires soon!
Best,
Sims, Berger and Rodriguez Rewards Team",Phishing
Security Alert: Suspicious Login Detected,"Hello Brian,
Your recent payment of $3159 failed. Update your details: http://secure.morales.org/4432
Avoid service disruption!
Sincerely,
Lawson, Fisher and Sutton Billing",Phishing
Security Alert: Suspicious Login Detected,"Dear Tiffany,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.rodriguez.org/6925
Act now!
Fitzgerald Ltd Team",Phishing
Password Reset Required Immediately,"Dear Timothy,
We detected unusual activity on your account. Click here to verify: http://login.huff.com/5669
Failure to act within 24 hours will suspend your account.
Regards,
Thomas-Davis Support",Phishing
Weekly Newsletter – 2025-02-08,"Welcome Mary!
We’re excited to have you with Daniels Inc. Explore your account here: http://claim.farrell-mason.com/9497
Cheers,
Daniels Inc Onboarding",Legitimate
Project Update: Next Steps,"Hi Manuel,
Here’s your weekly update for 2025-02-18. Stay informed with King LLC news!
Thanks,
King LLC Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Hi Rebecca,
Your Bank of America account password has expired. Reset it here: http://secure.martinez.com/6980
This is urgent!
Thanks,
Lozano-Gibson Security",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Robert,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.cooper.com/3078
Act now!
Francis, Diaz and Lawrence Team",Phishing
"Welcome to Rodriguez, Mahoney and Johnson!","Hello Kevin,
Here’s the latest on our project. Next milestone is due 2025-02-20. Let me know if you have questions!
Regards,
Jeff Riley",Legitimate
Team Meeting Tomorrow,"Welcome Jill!
We’re excited to have you with Kim, Sanchez and Roberts. Explore your account here: http://secure.higgins.com/5905
Cheers,
Kim, Sanchez and Roberts Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Hello Scott,
Your recent payment of $739 failed. Update your details: http://verify.wilson-barry.net/2027
Avoid service disruption!
Sincerely,
Diaz Group Billing",Phishing
Password Reset Required Immediately,"Dear Nicole,
We detected unusual activity on your account. Click here to verify: http://login.reid.info/2938
Failure to act within 24 hours will suspend your account.
Regards,
Campbell Group Support",Phishing
Team Meeting Tomorrow,"Hello Linda,
Here’s the latest on our project. Next milestone is due 2025-02-10. Let me know if you have questions!
Regards,
David Davis",Legitimate
Project Update: Next Steps,"Hi Christopher,
Just a reminder about our team meeting tomorrow at 20:01:35. Please prepare your updates.
Thanks,
Christine Anderson",Legitimate
Project Update: Next Steps,"Dear Brittany,
Your Bank of America subscription renews on 2025-02-11. No action needed – you’re all set!
Best,
Newton and Sons Team",Legitimate
Team Meeting Tomorrow,"Hi Margaret,
Just a reminder about our team meeting tomorrow at 10:48:37. Please prepare your updates.
Thanks,
Mark Tran",Legitimate
Project Update: Next Steps,"Hi Manuel,
Just a reminder about our team meeting tomorrow at 23:02:30. Please prepare your updates.
Thanks,
Elizabeth Lowe",Legitimate
Project Update: Next Steps,"Dear Matthew,
Your Google subscription renews on 2025-02-19. No action needed – you’re all set!
Best,
Bryant-Burke Team",Legitimate
Weekly Newsletter – 2025-02-07,"Hi Michael,
Here’s your weekly update for 2025-02-07. Stay informed with Baker-Hines news!
Thanks,
Baker-Hines Newsletter Team",Legitimate
Password Reset Required Immediately,"Dear Erik,
We detected unusual activity on your account. Click here to verify: http://verify.hughes.biz/4144
Failure to act within 24 hours will suspend your account.
Regards,
Drake PLC Support",Phishing
Your Subscription Renewal,"Dear Stephen,
Your PayPal subscription renews on 2025-02-07. No action needed – you’re all set!
Best,
Peterson, Woods and Freeman Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear James,
We detected unusual activity on your account. Click here to verify: http://verify.mathis.com/5969
Failure to act within 24 hours will suspend your account.
Regards,
Baker Ltd Support",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Sara,
We detected unusual activity on your account. Click here to verify: http://secure.carter-steele.com/4967
Failure to act within 24 hours will suspend your account.
Regards,
Ellis Ltd Support",Phishing
Password Reset Required Immediately,"Congratulations Brian!
You’ve won a $2560 gift card! Claim it now: http://claim.hall.com/7034
Hurry, offer expires soon!
Best,
Morris and Sons Rewards Team",Phishing
Team Meeting Tomorrow,"Hi Phillip,
Here’s your weekly update for 2025-02-10. Stay informed with Kennedy-Johnson news!
Thanks,
Kennedy-Johnson Newsletter Team",Legitimate
Password Reset Required Immediately,"Hi Rebecca,
Your Bank of America account password has expired. Reset it here: http://claim.martin.com/8199
This is urgent!
Thanks,
Gill-Collins Security",Phishing
Weekly Newsletter – 2025-02-12,"Hello Kenneth,
Here’s the latest on our project. Next milestone is due 2025-02-12. Let me know if you have questions!
Regards,
Brandon Lee",Legitimate
Your Subscription Renewal,"Welcome Charles!
We’re excited to have you with Little, Miller and Boyd. Explore your account here: http://verify.thompson-green.net/2910
Cheers,
Little, Miller and Boyd Onboarding",Legitimate
Security Alert: Suspicious Login Detected,"Dear Michelle,
We detected unusual activity on your account. Click here to verify: http://login.williams.info/1608
Failure to act within 24 hours will suspend your account.
Regards,
Pope, Alvarado and Perez Support",Phishing
Weekly Newsletter – 2025-02-11,"Hello Vicki,
Here’s the latest on our project. Next milestone is due 2025-02-11. Let me know if you have questions!
Regards,
Charlene Gray",Legitimate
Your Payment Failed – Update Billing Info,"Dear Lawrence,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.smith.org/8305
Act now!
Pearson-May Team",Phishing
Welcome to Harris Ltd!,"Hi Kelly,
Just a reminder about our team meeting tomorrow at 00:06:12. Please prepare your updates.
Thanks,
Eric Johnson",Legitimate
Your Subscription Renewal,"Hello Gregory,
Here’s the latest on our project. Next milestone is due 2025-02-12. Let me know if you have questions!
Regards,
Barbara Wilson",Legitimate
Your Payment Failed – Update Billing Info,"Hi Maria,
Your Netflix account password has expired. Reset it here: http://verify.kim-martin.net/7352
This is urgent!
Thanks,
Turner, Cox and Foley Security",Phishing
Urgent: Verify Your Account Now!,"Dear James,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.wang.com/4108
Act now!
Brooks and Sons Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Congratulations Thomas!
You’ve won a $856 gift card! Claim it now: http://verify.morris.com/5338
Hurry, offer expires soon!
Best,
Garrison-Floyd Rewards Team",Phishing
Your Subscription Renewal,"Hi Mary,
Just a reminder about our team meeting tomorrow at 18:42:42. Please prepare your updates.
Thanks,
Amy Burgess MD",Legitimate
Welcome to Haas Group!,"Hi Shawn,
Just a reminder about our team meeting tomorrow at 04:38:20. Please prepare your updates.
Thanks,
Karina Lopez",Legitimate
Your Subscription Renewal,"Dear Mark,
Your PayPal subscription renews on 2025-02-18. No action needed – you’re all set!
Best,
Carr-Wang Team",Legitimate
Urgent: Verify Your Account Now!,"Dear Lee,
We detected unusual activity on your account. Click here to verify: http://claim.morgan-hughes.net/7981
Failure to act within 24 hours will suspend your account.
Regards,
Bean, Mendez and Shelton Support",Phishing
Team Meeting Tomorrow,"Welcome Ashley!
We’re excited to have you with Williamson-Hayes. Explore your account here: http://claim.davis.com/2688
Cheers,
Williamson-Hayes Onboarding",Legitimate
Team Meeting Tomorrow,"Hi Jennifer,
Just a reminder about our team meeting tomorrow at 04:07:43. Please prepare your updates.
Thanks,
Amanda Wong",Legitimate
Weekly Newsletter – 2025-02-14,"Hello Rachel,
Here’s the latest on our project. Next milestone is due 2025-02-14. Let me know if you have questions!
Regards,
Charles Torres",Legitimate
Password Reset Required Immediately,"Hello Nicole,
Your recent payment of $1063 failed. Update your details: http://verify.williams.net/1317
Avoid service disruption!
Sincerely,
Montgomery-Kim Billing",Phishing
Team Meeting Tomorrow,"Dear Tina,
Your Amazon subscription renews on 2025-02-05. No action needed – you’re all set!
Best,
Crawford, Jones and Johnston Team",Legitimate
Team Meeting Tomorrow,"Hello Sarah,
Here’s the latest on our project. Next milestone is due 2025-02-13. Let me know if you have questions!
Regards,
Louis Simon",Legitimate
Your Payment Failed – Update Billing Info,"Hello Brooke,
Your recent payment of $1064 failed. Update your details: http://login.mendoza-rice.net/5233
Avoid service disruption!
Sincerely,
Owens Inc Billing",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Brian,
Your recent payment of $2045 failed. Update your details: http://claim.nguyen-hernandez.com/6510
Avoid service disruption!
Sincerely,
Smith-Juarez Billing",Phishing
Password Reset Required Immediately,"Dear Brandi,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.ross-frazier.com/7499
Act now!
Park-Ford Team",Phishing
Security Alert: Suspicious Login Detected,"Dear John,
We detected unusual activity on your account. Click here to verify: http://claim.bradshaw-lewis.com/8515
Failure to act within 24 hours will suspend your account.
Regards,
Harper, Ruiz and Mcclain Support",Phishing
Password Reset Required Immediately,"Congratulations Kathy!
You’ve won a $984 gift card! Claim it now: http://claim.carpenter.net/7093
Hurry, offer expires soon!
Best,
Nelson-Cooper Rewards Team",Phishing
Your Subscription Renewal,"Hi Brittany,
Just a reminder about our team meeting tomorrow at 20:59:07. Please prepare your updates.
Thanks,
Jaime Armstrong",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Michael!
You’ve won a $3139 gift card! Claim it now: http://verify.thompson.com/2330
Hurry, offer expires soon!
Best,
Schroeder-Harrison Rewards Team",Phishing
